hit_id,x,y,z,volume_id,layer_id,module_id
142,-100.243,-47.2216,-1498,7,2,10
143,-118.424,-59.2939,-1498,7,2,10
144,-117.02,-67.0398,-1498,7,2,10
145,-141.102,-81.1402,-1498,7,2,10
146,-96.5833,-56.7413,-1498,7,2,10
147,-107.749,-54.2068,-1498,7,2,10
148,-118.823,-64.4382,-1498,7,2,10
149,-141.989,-98.0827,-1502,7,2,11
150,-85.9717,-62.2556,-1502,7,2,11
151,-135.29,-89.4942,-1502,7,2,11
152,-96.59,-76.1354,-1502,7,2,11
153,-141.178,-94.4363,-1502,7,2,11
154,-107.873,-81.6827,-1502,7,2,11
155,-90.0936,-66.2913,-1502,7,2,11
156,-95.4408,-68.4997,-1502,7,2,11
157,-90.3153,-57.1099,-1502,7,2,11
158,-129.869,-98.2047,-1502,7,2,11
159,-135.614,-90.1402,-1502,7,2,11
160,-137.954,-94.365,-1502,7,2,11
161,-88.1482,-67.1405,-1502,7,2,11
162,-53.1588,-35.706,-1502.5,7,2,12
163,-33.9974,-18.4831,-1502.5,7,2,12
164,-52.3849,-45.2341,-1502.5,7,2,12
165,-55.6045,-54.8881,-1502.5,7,2,12
166,-55.626,-38.2706,-1502.5,7,2,12
167,-52.3901,-47.3427,-1502.5,7,2,12
168,-42.2357,-41.5632,-1502.5,7,2,12
169,-48.7733,-41.0974,-1502.5,7,2,12
170,-24.746,-20.1061,-1502.5,7,2,12
171,-60.9681,-47.173,-1502.5,7,2,12
172,-60.522,-60.6004,-1502.5,7,2,12
173,-56.6203,-58.8461,-1502.5,7,2,12
174,-58.6234,-39.4498,-1502.5,7,2,12
175,-45.1621,-36.751,-1502.5,7,2,12
176,-46.9285,-38.667,-1502.5,7,2,12
177,-61.8749,-44.7255,-1502.5,7,2,12
178,-67.7522,-50.4027,-1502.5,7,2,12
179,-45.8604,-46.5001,-1502.5,7,2,12
180,-65.0524,-57.8943,-1502.5,7,2,12
181,-49.7059,-32.5568,-1502.5,7,2,12
182,-45.1833,-33.9545,-1502.5,7,2,12
183,-48.1367,-30.7564,-1502.5,7,2,12
184,-63.7605,-56.4621,-1502.5,7,2,12
185,-65.9255,-62.8483,-1502.5,7,2,12
186,-49.0531,-46.3995,-1502.5,7,2,12
187,-128.374,-110.467,-1498,7,2,13
188,-129.546,-97.9227,-1498,7,2,13
189,-100.157,-91.2606,-1498,7,2,13
190,-96.3209,-75.9869,-1498,7,2,13
191,-124.122,-111.616,-1498,7,2,13
192,-100.738,-89.5983,-1498,7,2,13
193,-106.992,-97.196,-1498,7,2,13
194,-107.59,-81.4449,-1498,7,2,13
195,-79.7205,-73.9656,-1498,7,2,13
196,-86.5899,-79.6048,-1498,7,2,13
197,-84.4892,-71.9443,-1498,7,2,13
198,-130.902,-107.952,-1498,7,2,13
199,-95.1431,-68.3798,-1498,7,2,13
200,-89.8266,-66.1097,-1498,7,2,13
201,-85.772,-62.0279,-1498,7,2,13
202,-87.8885,-66.97,-1498,7,2,13
203,-36.2284,-47.3838,-1498,7,2,14
204,-55.445,-54.7168,-1498,7,2,14
205,-49.9417,-57.0499,-1498,7,2,14
206,-39.8331,-52.2202,-1498,7,2,14
207,-45.7046,-46.3918,-1498,7,2,14
208,-49.8448,-58.1683,-1498,7,2,14
209,-60.3037,-60.4056,-1498,7,2,14
210,-40.1381,-53.8091,-1498,7,2,14
211,-43.7604,-50.1975,-1498,7,2,14
212,-58.8087,-79.2881,-1498,7,2,14
213,-56.4508,-58.666,-1498,7,2,14
214,-48.5774,-57.9932,-1498,7,2,14
215,-43.8977,-54.5927,-1498,7,2,14
216,-33.9583,-46.5735,-1498,7,2,14
217,-48.891,-46.2732,-1498,7,2,14
218,-56.5117,-76.3677,-1498,7,2,14
219,-49.5062,-56.925,-1498,7,2,14
220,-42.1394,-41.4476,-1498,7,2,14
221,-63.9012,-73.1634,-1498,7,2,14
222,-44.0865,-58.2781,-1498,7,2,14
223,-22.2636,-25.8748,-1498,7,2,14
224,-119.24,-112.416,-1502,7,2,15
225,-73.1038,-83.9579,-1502,7,2,15
226,-80,-74.0957,-1502,7,2,15
227,-119.15,-127.882,-1502,7,2,15
228,-103.337,-110.443,-1502,7,2,15
229,-100.425,-91.4797,-1502,7,2,15
230,-111.093,-120.47,-1502,7,2,15
231,-86.8261,-79.8611,-1502,7,2,15
232,-108.634,-116.588,-1502,7,2,15
233,-118.801,-122.584,-1502,7,2,15
234,-98.8204,-97.3001,-1502,7,2,15
235,-100.976,-89.839,-1502,7,2,15
236,-74.5389,-82.9235,-1502,7,2,15
237,-74.4075,-80.6654,-1502,7,2,15
238,-107.297,-97.5741,-1502,7,2,15
239,-83.605,-83.6404,-1502,7,2,15
240,-96.6693,-119.584,-1498,7,2,16
241,-72.6879,-96.5744,-1498,7,2,16
242,-82.2081,-108.117,-1498,7,2,16
243,-64.968,-86.5733,-1498,7,2,16
244,-79.2778,-95.1967,-1498,7,2,16
245,-68.0925,-81.5727,-1498,7,2,16
246,-89.4761,-106.762,-1498,7,2,16
247,-74.1974,-80.4693,-1498,7,2,16
248,-72.9307,-83.7181,-1498,7,2,16
249,-34.8636,-55.2176,-1502,7,2,17
250,-36.038,-57.9575,-1502,7,2,17
251,-38.8171,-67.5065,-1502,7,2,17
252,-36.2861,-47.4911,-1502,7,2,17
253,-26.7649,-50.1528,-1502,7,2,17
254,-44.2323,-58.4485,-1502,7,2,17
255,-40.2511,-53.9612,-1502,7,2,17
256,-39.9691,-52.3528,-1502,7,2,17
257,-38.4457,-73.4076,-1502,7,2,17
258,-39.1043,-59.2669,-1502,7,2,17
259,-37.2252,-67.4924,-1502,7,2,17
260,-56.6752,-76.5524,-1502,7,2,17
261,-27.952,-55.2308,-1502,7,2,17
262,-34.0345,-46.6875,-1502,7,2,17
263,-49.3396,-79.1274,-1502,7,2,17
264,-90.2138,-130.678,-1502,7,2,18
265,-86.0839,-131.177,-1502,7,2,18
266,-91.1953,-145.648,-1502,7,2,18
267,-70.7531,-109.878,-1502,7,2,18
268,-83.6191,-122.202,-1502,7,2,18
269,-77.3387,-110.821,-1502,7,2,18
270,-82.4672,-108.399,-1502,7,2,18
271,-71.7291,-103.96,-1502,7,2,18
272,-93.1895,-136.969,-1502,7,2,18
273,-83.1622,-126.401,-1502,7,2,18
274,-72.939,-96.7899,-1502,7,2,18
275,-81.1545,-117.454,-1502,7,2,18
276,-81.069,-125.38,-1502,7,2,18
277,-65.1383,-86.7925,-1502,7,2,18
278,-51.5998,-109.008,-1498,7,2,19
279,-60.6086,-106.501,-1498,7,2,19
280,-82.9053,-148.176,-1498,7,2,19
281,-69.958,-126.678,-1498,7,2,19
282,-79.5026,-153.575,-1498,7,2,19
283,-70.5665,-109.583,-1498,7,2,19
284,-37.346,-89.1812,-1497.5,7,2,20
285,-26.2949,-72.6927,-1497.5,7,2,20
286,-22.991,-66.9377,-1497.5,7,2,20
287,-25.404,-51.0214,-1497.5,7,2,20
288,-37.3831,-77.1198,-1497.5,7,2,20
289,-18.5594,-57.0226,-1497.5,7,2,20
290,-20.3001,-66.7128,-1497.5,7,2,20
291,-36.0984,-84.3401,-1497.5,7,2,20
292,-16.1249,-42.522,-1497.5,7,2,20
293,-19.7505,-59.5063,-1497.5,7,2,20
294,-15.5492,-54.9817,-1497.5,7,2,20
295,-20.255,-58.6338,-1497.5,7,2,20
296,-27.8649,-55.0555,-1497.5,7,2,20
297,-22.8692,-56.7137,-1497.5,7,2,20
298,-32.6547,-72.4987,-1497.5,7,2,20
299,-28.5463,-71.3339,-1497.5,7,2,20
300,-26.1808,-78.9501,-1497.5,7,2,20
301,-38.3025,-73.1986,-1497.5,7,2,20
302,-48.2029,-104.775,-1502,7,2,21
303,-75.4922,-156.828,-1502,7,2,21
304,-51.694,-109.339,-1502,7,2,21
305,-69.1823,-151.67,-1502,7,2,21
306,-67.7074,-149.104,-1502,7,2,21
307,-41.6161,-96.9129,-1502,7,2,21
308,-43.4446,-96.474,-1502,7,2,21
309,-51.4254,-135.345,-1502,7,2,21
310,-49.428,-129.955,-1502,7,2,21
311,-38.356,-100.918,-1502,7,2,21
312,-38.243,-100.649,-1498,7,2,22
313,-45.3289,-160.967,-1498,7,2,22
314,-34.6452,-107.537,-1498,7,2,22
315,-35.2165,-112.388,-1498,7,2,22
316,-49.2736,-129.627,-1498,7,2,22
317,-55.2697,-141.835,-1498,7,2,22
318,-43.1905,-122.648,-1498,7,2,22
319,-39.9604,-109.077,-1498,7,2,22
320,-48.2117,-126.301,-1498,7,2,22
321,-51.2761,-134.972,-1498,7,2,22
322,-10.6582,-56.2818,-1502.5,7,2,23
323,-18.0118,-47.2216,-1502.5,7,2,23
324,-17.8488,-76.8086,-1502.5,7,2,23
325,-16.0528,-92.0311,-1502.5,7,2,23
326,-23.8677,-89.4565,-1502.5,7,2,23
327,-26.2499,-79.246,-1502.5,7,2,23
328,-25.7042,-90.2525,-1502.5,7,2,23
329,-10.2962,-76.1922,-1502.5,7,2,23
330,-11.6273,-67.6004,-1502.5,7,2,23
331,-8.6039,-58.4341,-1502.5,7,2,23
332,-18.6034,-57.2483,-1502.5,7,2,23
333,-7.4822,-64.2569,-1502.5,7,2,23
334,-19.804,-59.6789,-1502.5,7,2,23
335,-23.0917,-67.1619,-1502.5,7,2,23
336,-15.6622,-60.8468,-1502.5,7,2,23
337,-9.76173,-74.1801,-1502.5,7,2,23
338,-13.2691,-71.7868,-1502.5,7,2,23
339,-15.8776,-61.3157,-1502.5,7,2,23
340,-15.5792,-55.1465,-1502.5,7,2,23
341,-16.1544,-63.9681,-1502.5,7,2,23
342,-20.5376,-53.6807,-1502.5,7,2,23
343,-20.3573,-66.9098,-1502.5,7,2,23
344,-20.3145,-58.8069,-1502.5,7,2,23
345,-14.6788,-65.5322,-1502.5,7,2,23
346,-18.6739,-77.2469,-1502.5,7,2,23
347,-22.2577,-109.375,-1502,7,2,24
348,-28.3141,-127.482,-1502,7,2,24
349,-22.6793,-116.846,-1502,7,2,24
350,-33.3684,-159.934,-1502,7,2,24
351,-21.7922,-127.051,-1502,7,2,24
352,-21.8184,-123.231,-1502,7,2,24
353,-45.4261,-161.365,-1502,7,2,24
354,2.94539,-57.2106,-1498,7,2,25
355,-5.1278,-66.1108,-1498,7,2,25
356,-11.5995,-67.4071,-1498,7,2,25
357,-6.12688,-98.5608,-1498,7,2,25
358,-7.1899,-74.4686,-1498,7,2,25
359,-0.155406,-73.668,-1498,7,2,25
360,-7.28959,-80.1961,-1498,7,2,25
361,0.938024,-59.6893,-1498,7,2,25
362,-9.0103,-83.5788,-1498,7,2,25
363,-7.13898,-92.3025,-1498,7,2,25
364,-11.5262,-89.4182,-1498,7,2,25
365,-10.2178,-75.9794,-1498,7,2,25
366,-5.11764,-88.2863,-1498,7,2,25
367,-8.57132,-58.2456,-1498,7,2,25
368,-5.99362,-63.7293,-1498,7,2,25
369,-7.47446,-64.0642,-1498,7,2,25
370,-2.62693,-72.5707,-1498,7,2,25
371,-9.75575,-73.9325,-1498,7,2,25
372,1.42125,-82.3121,-1498,7,2,25
373,-10.6617,-56.1291,-1498,7,2,25
374,-4.27781,-78.2525,-1498,7,2,25
375,-4.32902,-81.5095,-1498,7,2,25
376,-11.8229,-97.0121,-1498,7,2,25
377,-6.58084,-77.5634,-1498,7,2,25
378,0.33342,-60.4469,-1498,7,2,25
379,-15.507,-155.862,-1498,7,2,26
380,-9.01643,-120.19,-1498,7,2,26
381,-21.6895,-126.715,-1498,7,2,26
382,-25.9102,-171.449,-1498,7,2,26
383,-11.1238,-105.983,-1498,7,2,26
384,-10.9983,-115.578,-1498,7,2,26
385,-22.6427,-116.539,-1498,7,2,26
386,-11.1601,-106.034,-1498,7,2,26
387,-26.4014,-130.817,-1498,7,2,26
388,-22.2065,-109.069,-1498,7,2,26
389,-15.9906,-116.624,-1498,7,2,26
390,-21.8126,-122.893,-1498,7,2,26
391,-27.297,-164.742,-1498,7,2,26
392,-15.5382,-148.325,-1498,7,2,26
393,-15.5431,-114.863,-1498,7,2,26
394,-22.6789,-158.78,-1498,7,2,26
395,-20.0742,-155.736,-1498,7,2,26
396,-15.5587,-156.269,-1502,7,2,27
397,-9.04982,-120.501,-1502,7,2,27
398,1.42133,-146.269,-1502,7,2,27
399,-7.17192,-113.445,-1502,7,2,27
400,-11.1448,-106.271,-1502,7,2,27
401,-0.287187,-109.604,-1502,7,2,27
402,-8.07594,-127.585,-1502,7,2,27
403,-1.86457,-165.375,-1502,7,2,27
404,-11.1474,-106.327,-1502,7,2,27
405,-10.8108,-169.417,-1502,7,2,27
406,-11.0896,-115.902,-1502,7,2,27
407,-2.67438,-72.7623,-1502,7,2,28
408,12.3953,-60.3132,-1502,7,2,28
409,8.2392,-94.1739,-1502,7,2,28
410,7.3592,-58.1388,-1502,7,2,28
411,5.11079,-88.1992,-1502,7,2,28
412,15.652,-94.0459,-1502,7,2,28
413,1.40543,-82.5411,-1502,7,2,28
414,11.6189,-68.929,-1502,7,2,28
415,11.3484,-76.9625,-1502,7,2,28
416,13.8056,-71.8602,-1502,7,2,28
417,-0.180275,-73.8637,-1502,7,2,28
418,-3.28328,-54.3995,-1502,7,2,28
419,14.6571,-87.1405,-1502,7,2,28
420,12.2112,-54.1495,-1502,7,2,28
421,0.229457,-59.1835,-1502,7,2,28
422,4.93644,-79.6112,-1502,7,2,28
423,9.4361,-64.1355,-1502,7,2,28
424,2.93512,-57.3684,-1502,7,2,28
425,0.332229,-60.6202,-1502,7,2,28
426,7.85307,-100.739,-1502,7,2,28
427,3.80317,-115.282,-1498,7,2,29
428,4.58116,-115.87,-1498,7,2,29
429,-0.27594,-109.333,-1498,7,2,29
430,8.61138,-109.935,-1498,7,2,29
431,3.41142,-117.855,-1498,7,2,29
432,1.4633,-145.869,-1498,7,2,29
433,8.63931,-110.248,-1502,7,2,30
434,20.5149,-163.171,-1502,7,2,30
435,20.7882,-138.711,-1502,7,2,30
436,22.4897,-140.776,-1502,7,2,30
437,20.8249,-110.384,-1502,7,2,30
438,24.1661,-154.603,-1502,7,2,30
439,23.0881,-115.389,-1502,7,2,30
440,19.2248,-128.951,-1502,7,2,30
441,29.26,-166.51,-1502,7,2,30
442,11.3066,-76.7595,-1497.5,7,2,31
443,11.2467,-68.5855,-1497.5,7,2,31
444,22.7289,-59.4395,-1497.5,7,2,31
445,15.8893,-62.0071,-1497.5,7,2,31
446,15.6952,-93.7546,-1497.5,7,2,31
447,15.5958,-90.7703,-1497.5,7,2,31
448,15.3729,-61.784,-1497.5,7,2,31
449,25.6281,-98.7167,-1497.5,7,2,31
450,14.6038,-86.8525,-1497.5,7,2,31
451,28.2597,-82.477,-1497.5,7,2,31
452,14.5018,-70.1497,-1497.5,7,2,31
453,16.2464,-67.9923,-1497.5,7,2,31
454,11.585,-68.7096,-1497.5,7,2,31
455,20.6267,-67.1752,-1497.5,7,2,31
456,23.8294,-85.5541,-1497.5,7,2,31
457,22.1178,-86.3463,-1497.5,7,2,31
458,13.7734,-71.6133,-1497.5,7,2,31
459,17.3355,-91.1626,-1497.5,7,2,31
460,7.35401,-57.94,-1497.5,7,2,31
461,17.0126,-97.3142,-1497.5,7,2,31
462,23.477,-64.6976,-1497.5,7,2,31
463,21.7429,-76.3225,-1497.5,7,2,31
464,17.4278,-97.3302,-1497.5,7,2,31
465,22.865,-89.1353,-1497.5,7,2,31
466,9.4068,-63.9203,-1497.5,7,2,31
467,26.5779,-82.7539,-1497.5,7,2,31
468,12.1654,-53.9925,-1497.5,7,2,31
469,20.496,-88.2634,-1497.5,7,2,31
470,23.0359,-115.086,-1498,7,2,32
471,20.8323,-110.085,-1498,7,2,32
472,24.993,-112.488,-1498,7,2,32
473,23.3704,-120.439,-1498,7,2,32
474,27.2267,-132.686,-1498,7,2,32
475,39.6339,-133.025,-1498,7,2,32
476,31.6743,-121.895,-1498,7,2,32
477,23.4994,-102.206,-1498,7,2,32
478,27.0351,-103.917,-1498,7,2,32
479,20.6939,-67.4021,-1502.5,7,2,33
480,34.1485,-66.959,-1502.5,7,2,33
481,24.8983,-52.2051,-1502.5,7,2,33
482,32.7867,-69.9428,-1502.5,7,2,33
483,26.6816,-83.0336,-1502.5,7,2,33
484,15.7978,-30.6266,-1502.5,7,2,33
485,28.6131,-49.0225,-1502.5,7,2,33
486,28.3548,-82.7614,-1502.5,7,2,33
487,23.5678,-64.9331,-1502.5,7,2,33
488,30.9752,-54.0717,-1502.5,7,2,33
489,29.1174,-62.3909,-1502.5,7,2,33
490,22.8347,-59.6354,-1502.5,7,2,33
491,37.5837,-99.2933,-1502,7,2,34
492,59.693,-152.375,-1502,7,2,34
493,57.3824,-157.911,-1502,7,2,34
494,27.1391,-104.179,-1502,7,2,34
495,42.7646,-141.202,-1502,7,2,34
496,40.7041,-120.363,-1502,7,2,34
497,39.6684,-133.38,-1502,7,2,34
498,37.4636,-99.0205,-1498,7,2,35
499,50.8749,-107.979,-1498,7,2,35
500,50.7078,-100.669,-1498,7,2,35
501,70.8331,-141.173,-1498,7,2,35
502,60.1075,-146.714,-1498,7,2,35
503,62.8562,-127.687,-1498,7,2,35
504,53.4236,-106.448,-1498,7,2,35
505,59.536,-151.981,-1498,7,2,35
506,48.8573,-100.934,-1498,7,2,35
507,60.8675,-126.746,-1498,7,2,35
508,74.1449,-149.54,-1498,7,2,35
509,28.5175,-48.8808,-1498,7,2,36
510,49.2182,-86.2019,-1498,7,2,36
511,41.7597,-68.672,-1498,7,2,36
512,33.7454,-52.3403,-1498,7,2,36
513,48.1096,-69.4647,-1498,7,2,36
514,34.144,-59.8807,-1498,7,2,36
515,24.6496,-52.0427,-1498,7,2,36
516,56.9565,-81.9876,-1498,7,2,36
517,31.7346,-52.1211,-1498,7,2,36
518,34.0591,-66.7278,-1498,7,2,36
519,43.5536,-82.987,-1498,7,2,36
520,44.3392,-60.8239,-1498,7,2,36
521,46.053,-61.2282,-1498,7,2,36
522,48.6982,-80.2591,-1498,7,2,36
523,48.3279,-64.8449,-1498,7,2,36
524,49.4418,-84.7487,-1498,7,2,36
525,39.5994,-66.1035,-1498,7,2,36
526,15.7543,-30.4455,-1498,7,2,36
527,41.3303,-60.4114,-1498,7,2,36
528,38.6786,-77.6511,-1498,7,2,36
529,30.8436,-53.9206,-1498,7,2,36
530,71.0345,-141.557,-1502,7,2,37
531,55.6562,-93.7054,-1502,7,2,37
532,74.2867,-149.965,-1502,7,2,37
533,80.2871,-155.292,-1502,7,2,37
534,48.9601,-101.207,-1502,7,2,37
535,51.0498,-108.246,-1502,7,2,37
536,83.2397,-142.508,-1502,7,2,37
537,54.5379,-95.9107,-1502,7,2,37
538,88.3752,-141.553,-1502,7,2,37
539,63.3286,-128.647,-1502,7,2,37
540,56.7863,-88.5416,-1502,7,2,37
541,75.1945,-133.51,-1502,7,2,37
542,61.2044,-106.749,-1502,7,2,37
543,50.8226,-100.942,-1502,7,2,37
544,103.688,-140.704,-1498,7,2,38
545,87.65,-125.52,-1498,7,2,38
546,77.6354,-117.462,-1498,7,2,38
547,77.9465,-116.132,-1498,7,2,38
548,103.676,-142.28,-1498,7,2,38
549,55.5058,-93.4591,-1498,7,2,38
550,56.6321,-88.2907,-1498,7,2,38
551,87.327,-119.209,-1498,7,2,38
552,67.542,-88.4688,-1498,7,2,38
553,76.4822,-113.641,-1498,7,2,38
554,61.8124,-88.9522,-1498,7,2,38
555,89.4013,-132.058,-1498,7,2,38
556,61.3052,-85.3805,-1498,7,2,38
557,67.4369,-89.3771,-1498,7,2,38
558,82.0355,-119.536,-1498,7,2,38
559,46.2466,-47.3344,-1502,7,2,39
560,55.2975,-54.6948,-1502,7,2,39
561,52.1171,-56.6714,-1502,7,2,39
562,52.4481,-56.2891,-1502,7,2,39
563,57.2174,-65.2607,-1502,7,2,39
564,41.387,-60.5836,-1502,7,2,39
565,48.4655,-65.0221,-1502,7,2,39
566,43.2011,-51.2364,-1502,7,2,39
567,37.4539,-42.1206,-1502,7,2,39
568,43.7735,-42.4296,-1502,7,2,39
569,52.4778,-53.5523,-1502,7,2,39
570,46.1747,-61.416,-1502,7,2,39
571,55.0853,-61.1476,-1502,7,2,39
572,71.2834,-73.1841,-1502,7,2,39
573,45.2508,-52.3274,-1502,7,2,39
574,47.6328,-54.7315,-1502,7,2,39
575,48.7356,-61.3349,-1502,7,2,39
576,15.7785,-30.5999,-1502,7,2,39
577,38.6608,-39.6843,-1502,7,2,39
578,33.8101,-52.4821,-1502,7,2,39
579,44.4817,-60.9735,-1502,7,2,39
580,47.0795,-52.4669,-1502,7,2,39
581,67.6792,-88.7426,-1502,7,2,40
582,61.432,-85.6023,-1502,7,2,40
583,102.877,-133.074,-1502,7,2,40
584,99.9808,-129.844,-1502,7,2,40
585,67.6899,-89.5381,-1502,7,2,40
586,79.3328,-87.3581,-1502,7,2,40
587,75.2672,-77.6095,-1502,7,2,40
588,98.3386,-87.9087,-1498,7,2,41
589,75.0749,-77.3729,-1498,7,2,41
